"id_registro","id_tipo_registro","numero_hombres","numero_mujeres","numero_ninos","numero_lgbt","numero_no_nacidos_mexico","identificador_autobus","id_albergue","id_usuario_captura","fecha_registro"
388,2,4,1,0,0,0,,2,6092647,2025-03-06 09:47:32.043
389,1,6,0,0,0,0,,22,6079834,2025-03-06 13:39:35.990
390,2,6,0,0,0,0,,22,6079834,2025-03-06 13:40:06.222
391,1,12,0,0,0,0,,17,6089039,2025-03-06 13:52:11.173
392,1,18,4,0,0,0,,12,6096343,2025-03-06 17:09:32.187
393,1,2,0,0,0,0,,22,6079834,2025-03-06 18:06:26.562
394,2,2,0,0,0,0,,22,6079834,2025-03-06 18:22:39.615
395,1,7,1,0,0,0,,7,6124202,2025-03-06 19:59:09.376
396,2,7,1,0,0,0,,7,6124202,2025-03-06 19:59:34.422
397,1,10,1,0,0,0,,12,6096343,2025-03-06 21:09:36.178
398,1,17,5,0,0,0,,2,6092647,2025-03-07 08:20:25.918
399,1,2,0,0,0,0,,2,6092647,2025-03-07 08:20:51.112
400,2,26,5,0,0,0,,2,6092647,2025-03-07 08:21:33.418
401,2,5,0,0,0,0,,2,6092647,2025-03-07 08:22:12.626
402,1,1,1,0,0,0,,5,6081229,2025-03-07 08:48:32.892
403,1,2,0,0,0,0,,12,6096343,2025-03-07 10:16:36.314
404,1,209,17,0,0,0,,14,6096343,2025-03-07 10:17:14.161
405,1,208,18,0,0,0,,12,6096343,2025-03-07 12:43:15.266
406,1,1,0,0,0,0,,22,6079834,2025-03-07 13:13:31.697
407,1,5,0,0,0,0,,17,6089039,2025-03-07 13:39:46.922
408,2,1,0,0,0,0,,22,6079834,2025-03-07 14:11:34.806
409,1,1,0,0,0,0,,22,6079834,2025-03-07 15:13:58.421
410,1,13,0,0,0,0,,2,6092647,2025-03-07 15:19:49.781
411,2,4,0,0,0,0,,2,6092647,2025-03-07 15:20:33.103
412,2,1,0,0,0,0,,22,6079834,2025-03-07 15:58:09.700
413,1,4,0,0,0,0,,7,6124202,2025-03-07 19:25:21.171
414,2,1,0,0,0,0,,7,6124202,2025-03-07 19:25:36.050
415,1,2,1,0,0,0,,5,6081229,2025-03-07 20:57:53.539
416,1,0,11,0,0,0,,2,6092647,2025-03-07 21:33:09.189
417,1,80,0,0,0,0,,2,6092647,2025-03-07 21:34:09.043
418,1,1,0,0,0,0,,2,6092647,2025-03-07 21:34:21.348
419,2,0,9,0,0,0,,2,6092647,2025-03-07 21:35:31.557
420,2,62,0,0,0,0,,2,6092647,2025-03-07 21:35:58.198
421,1,12,0,0,0,0,,2,6092647,2025-03-08 02:01:17.478
422,2,6,0,0,0,0,,2,6092647,2025-03-08 02:02:05.055
423,2,2,0,0,0,0,,2,6092647,2025-03-08 02:03:18.199
424,1,1,0,0,0,0,,22,6079834,2025-03-08 09:58:52.501
425,2,1,0,0,0,0,,22,6079834,2025-03-08 14:41:41.163
426,1,1,0,0,0,0,,22,6079834,2025-03-08 15:20:00.081
427,2,1,0,0,0,0,,22,6079834,2025-03-08 16:01:05.067
428,1,0,4,0,0,0,,2,6092647,2025-03-08 17:01:59.170
429,1,0,0,3,0,0,,2,6092647,2025-03-08 17:37:51.780
430,1,31,0,0,0,0,,2,6092647,2025-03-08 17:38:31.827
431,2,0,4,3,0,0,,2,6092647,2025-03-08 17:39:04.824
432,2,40,0,0,0,0,,2,6092647,2025-03-08 17:39:34.984
433,2,17,1,0,0,0,,2,6092647,2025-03-08 21:02:57.498
434,1,1,0,0,0,0,,22,6079834,2025-03-09 11:49:52.234
435,2,1,0,0,0,0,,22,6079834,2025-03-09 12:24:33.075
436,2,12,1,0,0,0,,2,6092647,2025-03-09 13:34:53.793
437,2,3,0,0,0,0,,7,6124202,2025-03-09 18:09:21.339
438,1,3,0,0,0,0,,12,6096343,2025-03-09 20:52:07.901
439,1,21,1,0,0,0,,2,6092647,2025-03-09 21:19:20.316
440,1,4,0,0,0,0,,2,6092647,2025-03-09 21:20:00.921
441,2,22,1,0,0,0,,2,6092647,2025-03-09 21:20:43.596
442,2,2,2,0,0,0,,5,6081229,2025-03-10 00:05:27.385
443,1,2,0,0,0,0,,22,6079834,2025-03-10 09:50:39.863
444,1,1,0,0,0,0,,22,6079834,2025-03-10 10:57:45.020
445,1,2,0,0,0,0,,17,6089039,2025-03-10 12:00:49.443
446,2,11,0,0,0,0,,2,6092647,2025-03-10 12:23:55.329
447,2,2,0,0,0,0,,22,6079834,2025-03-10 12:31:17.899
448,1,3,0,0,0,0,,12,6096343,2025-03-10 13:31:31.623
449,1,1,0,0,0,0,,12,6096343,2025-03-10 14:53:47.127
450,1,17,1,1,0,0,,12,6096343,2025-03-10 18:31:26.705
451,1,8,2,0,0,0,,2,6092647,2025-03-10 20:59:46.406
452,2,10,2,0,0,0,,2,6092647,2025-03-10 21:00:24.882
453,1,6,0,0,0,0,,2,6092647,2025-03-10 23:20:53.848
454,2,1,0,0,0,0,,22,6079834,2025-03-11 08:35:52.606
455,2,2,0,0,0,0,,2,6092647,2025-03-11 09:23:20.016
456,1,0,1,0,0,0,,7,6124202,2025-03-11 12:34:40.379
457,1,1,1,0,0,0,,22,6079834,2025-03-11 14:46:08.047
458,2,1,1,0,0,0,,22,6079834,2025-03-11 15:01:12.316
459,1,14,2,0,0,0,,2,6092647,2025-03-11 17:24:47.105
460,1,1,0,0,0,0,,7,6124202,2025-03-11 17:25:43.623
461,2,17,0,0,0,0,,2,6092647,2025-03-11 17:27:20.595
462,2,0,1,0,0,0,,7,6124202,2025-03-11 18:36:39.946
463,2,1,2,0,0,0,,2,6092647,2025-03-12 08:26:52.456
464,1,39,3,0,0,0,,2,6092647,2025-03-12 08:27:45.842
465,1,17,0,0,0,0,,2,6092647,2025-03-12 08:28:37.829
466,2,17,0,0,0,0,,2,6092647,2025-03-12 08:29:30.220
467,1,6,0,0,0,0,,12,6096343,2025-03-12 09:07:43.296
468,1,1,0,0,0,0,,22,6079834,2025-03-12 10:21:23.284
469,1,2,0,0,0,0,,22,6079834,2025-03-12 10:21:55.680
470,2,2,0,0,0,0,,22,6079834,2025-03-12 11:21:15.631
471,1,1,0,0,0,0,,22,6079834,2025-03-12 14:40:52.395
472,1,0,1,0,0,0,,22,6079834,2025-03-12 16:30:10.051
473,2,1,0,0,0,0,,22,6079834,2025-03-12 16:30:23.319
474,2,0,1,0,0,0,,22,6079834,2025-03-12 16:59:58.827
475,1,0,1,0,0,0,,7,6124202,2025-03-12 17:28:51.325
476,1,3,0,0,0,0,,7,6124202,2025-03-12 17:29:38.567
477,1,3,1,1,0,0,,7,6124202,2025-03-12 17:30:15.029
478,1,35,2,0,0,0,,2,6092647,2025-03-12 18:56:32.346
479,2,58,0,0,0,0,,2,6092647,2025-03-12 18:57:43.809
480,2,0,3,0,0,0,,2,6092647,2025-03-12 18:58:03.915
481,1,2,2,0,0,0,,5,6081229,2025-03-12 19:25:21.516
482,1,35,2,0,0,0,,12,6096343,2025-03-12 21:18:54.806
483,1,1,0,0,0,0,,5,6081229,2025-03-12 23:55:19.727
484,2,0,2,0,0,0,,5,6081229,2025-03-12 23:55:35.058
485,1,0,1,1,0,0,,2,6092647,2025-03-13 00:03:21.302
486,1,5,0,0,0,0,,2,6092647,2025-03-13 00:04:33.775
487,1,3,0,0,0,0,,2,6092647,2025-03-13 00:10:13.416
488,1,0,3,1,0,0,,2,6092647,2025-03-13 00:10:46.272
489,2,0,6,2,0,0,,2,6092647,2025-03-13 00:11:39.600
490,2,1,0,0,0,0,,22,6079834,2025-03-13 08:34:00.749
491,1,1,0,0,0,0,,22,6079834,2025-03-13 10:05:55.096
492,1,7,2,0,0,0,,12,6096343,2025-03-13 10:10:20.888
493,1,1,0,0,0,0,,12,6096343,2025-03-13 11:23:31.061
494,2,0,1,1,0,0,,7,6124202,2025-03-13 11:33:47.519
495,2,1,0,0,0,0,,22,6079834,2025-03-13 12:03:50.467
496,1,4,0,0,0,0,,12,6096343,2025-03-13 12:35:13.302
497,1,1,0,0,0,0,,22,6079834,2025-03-13 13:55:21.785
498,1,9,0,0,0,0,,17,6089039,2025-03-13 14:21:41.607
499,2,1,0,0,0,0,,22,6079834,2025-03-13 14:27:20.284
500,2,5,0,0,0,0,,7,6124202,2025-03-13 17:44:24.949
501,2,2,1,0,0,0,,7,6124202,2025-03-13 17:45:04.697
502,1,0,3,0,0,0,,2,6092647,2025-03-13 19:38:05.720
503,1,9,0,0,0,0,,2,6092647,2025-03-13 19:38:23.354
504,2,0,3,0,0,0,,2,6092647,2025-03-13 19:38:59.592
505,2,8,0,0,0,0,,2,6092647,2025-03-13 19:39:41.823
506,1,0,3,0,0,0,,2,6092647,2025-03-13 21:16:39.296
507,1,8,0,0,0,0,,2,6092647,2025-03-13 21:17:30.418
508,2,22,3,0,0,0,,2,6092647,2025-03-13 21:18:12.589
509,2,3,0,0,0,0,,5,6081229,2025-03-14 09:17:45.479
510,1,3,1,0,0,0,,2,6092647,2025-03-14 09:18:00.674
511,1,0,1,0,0,0,,22,6079834,2025-03-14 11:33:47.492
512,2,0,1,0,0,0,,22,6079834,2025-03-14 13:26:02.157
513,1,6,0,0,0,0,,7,6124202,2025-03-14 18:34:43.278
514,2,2,0,0,0,0,,7,6124202,2025-03-14 18:35:00.993
515,1,0,2,0,0,0,,2,6092647,2025-03-14 23:37:59.773
516,1,24,0,0,0,0,,2,6092647,2025-03-14 23:38:24.486
517,2,21,3,0,0,0,,2,6092647,2025-03-14 23:39:49.506
518,1,21,0,0,0,0,,17,5641299,2025-03-15 09:05:20.223
519,2,16,0,0,0,0,,17,5641299,2025-03-15 09:05:35.262
520,1,1,0,0,0,0,,20,5641299,2025-03-15 09:20:47.561
521,1,32,5,0,0,0,,12,6096343,2025-03-15 15:07:00.512
522,1,19,2,0,0,0,,2,6092647,2025-03-15 17:54:33.240
523,2,32,2,0,0,0,,2,6092647,2025-03-15 17:55:54.306
524,1,3,0,0,0,0,,2,6092647,2025-03-15 23:28:20.414
525,1,0,1,0,0,0,,12,6096343,2025-03-16 08:19:51.052
526,1,1,0,0,0,0,,12,6096343,2025-03-16 13:08:10.376
527,1,13,1,0,0,0,,2,6092647,2025-03-16 20:48:49.809
528,2,18,1,0,0,0,,2,6092647,2025-03-16 20:49:35.657
529,1,1,0,0,0,0,,2,6092647,2025-03-17 07:30:28.105
530,1,0,1,0,0,0,,22,6079834,2025-03-17 09:59:17.278
531,1,0,1,0,0,0,,22,6079834,2025-03-17 10:10:40.254
532,2,0,1,0,0,0,,22,6079834,2025-03-17 12:48:40.608
533,2,0,1,0,0,0,,22,6079834,2025-03-17 16:08:51.485
534,1,1,0,0,0,0,,22,6079834,2025-03-17 16:09:07.757
535,2,1,0,0,0,0,,22,6079834,2025-03-17 16:39:52.675
536,1,2,0,0,0,0,,2,6092647,2025-03-17 17:48:40.620
537,2,7,0,0,0,0,,2,6092647,2025-03-17 17:49:08.251
538,2,4,0,0,0,0,,7,6124202,2025-03-17 19:59:07.619
539,1,2,1,0,0,0,,7,6124202,2025-03-17 19:59:42.328
540,2,2,1,0,0,0,,7,6124202,2025-03-17 20:00:12.675
541,1,14,0,0,0,0,,2,6092647,2025-03-17 22:41:42.952
542,2,3,0,0,0,0,,2,6092647,2025-03-17 22:42:22.445
543,1,2,0,0,0,0,,2,6092647,2025-03-17 23:21:11.200
544,2,1,0,0,0,0,,2,6092647,2025-03-17 23:21:48.760
545,1,1,0,0,0,0,,22,6079834,2025-03-18 10:53:00.052
546,2,1,0,0,0,0,,22,6079834,2025-03-18 12:06:49.028
547,1,1,1,2,0,0,,22,6079834,2025-03-18 12:55:09.187
548,1,0,1,0,0,0,,22,6079834,2025-03-18 15:41:03.662
549,1,29,3,0,0,0,,17,6089039,2025-03-18 15:52:25.028
550,1,14,1,0,0,0,,2,6092647,2025-03-18 18:04:34.729
551,1,1,0,0,0,0,,2,6092647,2025-03-18 18:04:50.417
552,2,18,1,0,0,0,,2,6092647,2025-03-18 18:05:47.779
553,2,0,1,0,0,0,,22,6079834,2025-03-18 19:40:03.941
554,1,28,1,0,0,0,,2,6092647,2025-03-18 23:05:13.184
555,1,9,0,0,0,0,,2,6092647,2025-03-18 23:05:59.517
556,2,7,0,0,0,0,,2,6092647,2025-03-18 23:06:35.820
557,1,45,0,0,0,0,,2,6092647,2025-03-19 02:10:48.256
558,2,1,1,2,0,0,,22,6079834,2025-03-19 10:04:37.373
559,1,1,0,0,0,0,,22,6079834,2025-03-19 12:57:20.166
560,1,1,0,0,0,0,,22,6079834,2025-03-19 13:00:05.235
561,2,1,0,0,0,0,,22,6079834,2025-03-19 15:25:54.219
562,1,1,0,0,0,0,,22,6079834,2025-03-19 15:50:03.256
563,2,2,0,0,0,0,,22,6079834,2025-03-19 18:13:17.726
564,1,16,2,0,0,0,,2,6092647,2025-03-20 01:05:43.594
565,1,10,0,0,0,0,,2,6092647,2025-03-20 01:06:11.438
566,2,100,3,0,0,0,,2,6092647,2025-03-20 01:06:58.312
567,1,1,0,0,0,0,,22,6079834,2025-03-20 08:32:51.116
568,1,1,0,0,0,0,,22,6079834,2025-03-20 08:55:28.586
569,1,1,0,0,0,0,,22,6079834,2025-03-20 10:21:55.986
570,2,2,0,0,0,0,,22,6079834,2025-03-20 12:08:01.339
571,1,2,1,0,0,0,,7,6124202,2025-03-20 17:29:20.909
572,2,1,1,0,0,0,,7,6124202,2025-03-20 17:30:11.757
573,1,1,0,0,0,0,,22,6079834,2025-03-20 17:31:03.613
574,2,1,0,0,0,0,,22,6079834,2025-03-20 17:46:13.173
575,1,14,2,0,0,0,,2,6092647,2025-03-20 17:49:12.418
576,2,26,2,0,0,0,,2,6092647,2025-03-20 17:49:52.811
577,1,7,3,0,0,0,,2,6092647,2025-03-20 23:29:20.053
578,1,6,0,0,0,0,,2,6092647,2025-03-20 23:29:45.302
579,2,4,0,0,0,0,,2,6092647,2025-03-20 23:30:31.342
580,2,1,0,0,0,0,,22,6079834,2025-03-21 07:28:07.249
581,1,2,0,0,0,0,,22,6079834,2025-03-21 11:53:31.773
582,2,1,0,0,0,0,,22,6079834,2025-03-21 11:54:18.267
583,1,1,0,0,0,0,,22,6079834,2025-03-21 13:38:02.777
584,1,1,0,0,0,0,,22,6079834,2025-03-21 13:38:35.049
585,2,2,0,0,0,0,,22,6079834,2025-03-21 14:13:54.870
586,1,5,1,0,0,0,,17,6089039,2025-03-21 14:55:14.450
587,2,1,0,0,0,0,,22,6079834,2025-03-21 15:36:03.238
588,1,1,0,0,0,0,,22,6079834,2025-03-21 15:36:16.921
589,2,1,0,0,0,0,,22,6079834,2025-03-21 16:26:47.791
590,1,4,0,0,0,0,,7,6124202,2025-03-21 18:26:47.734
591,2,1,0,0,0,0,,7,6124202,2025-03-21 18:27:04.277
592,1,4,1,0,0,0,,5,6081229,2025-03-21 20:43:43.922
593,1,0,1,3,0,0,,2,6092647,2025-03-21 23:23:16.559
594,1,24,0,0,0,0,,2,6092647,2025-03-21 23:25:23.406
595,1,21,0,0,0,0,,2,6092647,2025-03-21 23:26:00.973
596,1,1,0,0,0,0,,2,6092647,2025-03-21 23:26:29.467
597,2,34,0,0,0,0,,2,6092647,2025-03-21 23:27:16.945
598,2,1,0,0,0,0,,2,6092647,2025-03-21 23:27:43.386
599,1,1,0,0,0,0,,22,6079834,2025-03-22 09:45:34.836
600,1,1,0,0,0,0,,22,6079834,2025-03-22 15:36:13.723
601,2,1,0,0,0,0,,22,6079834,2025-03-22 16:27:16.483
602,1,11,3,0,0,0,,2,6092647,2025-03-22 20:18:47.445
603,1,4,0,0,0,0,,2,6092647,2025-03-22 20:19:33.620
604,2,0,5,0,0,0,,2,6092647,2025-03-22 20:20:21.391
605,2,17,0,0,0,0,,2,6092647,2025-03-22 20:21:08.286
606,2,0,0,3,0,0,,2,6092647,2025-03-22 20:22:16.323
607,2,5,0,0,0,0,,2,6092647,2025-03-22 22:26:03.995
608,2,0,1,0,0,0,,2,6092647,2025-03-23 09:15:35.188
609,2,4,0,0,0,0,,7,6124202,2025-03-23 20:29:07.427
610,1,7,1,0,0,0,,2,6092647,2025-03-23 23:08:44.079
611,2,15,2,0,0,0,,2,6092647,2025-03-23 23:10:30.611
612,1,1,0,0,0,0,,2,6092647,2025-03-24 06:50:45.955
613,1,1,0,0,0,0,,22,6079834,2025-03-24 08:37:31.718
614,1,1,0,0,0,0,,22,6079834,2025-03-24 10:39:21.105
615,2,1,0,0,0,0,,22,6079834,2025-03-24 10:47:32.580
616,1,0,1,0,0,0,,22,6079834,2025-03-24 11:05:16.739
617,1,0,2,4,0,0,,22,6079834,2025-03-24 12:05:47.440
618,2,0,1,0,0,0,,22,6079834,2025-03-24 12:13:31.080
619,2,1,0,0,0,0,,22,6079834,2025-03-24 12:21:28.922
620,2,0,0,1,0,0,,22,6079834,2025-03-24 12:34:49.840
621,1,0,0,1,0,0,,22,6079834,2025-03-24 14:54:51.340
622,2,1,0,0,0,0,,22,6079834,2025-03-24 14:55:06.606
623,1,1,0,0,0,0,,7,6124202,2025-03-24 17:57:48.634
624,1,0,0,3,0,0,,2,6092647,2025-03-24 20:24:13.119
625,1,4,2,0,0,0,,2,6092647,2025-03-24 20:25:50.250
626,2,7,0,0,0,0,,2,6092647,2025-03-24 20:26:41.320
627,1,7,0,0,0,0,,2,6092647,2025-03-24 20:56:28.376
628,2,4,0,0,0,0,,2,6092647,2025-03-24 20:57:34.918
629,2,0,1,3,0,0,,22,6079834,2025-03-25 10:54:21.504
630,1,1,0,0,0,0,,22,6079834,2025-03-25 10:54:29.203
631,2,1,0,0,0,0,,22,6079834,2025-03-25 12:18:43.465
632,1,1,1,3,0,0,,22,6079834,2025-03-25 12:23:30.739
633,1,3,0,0,0,0,,2,6092647,2025-03-25 13:26:42.170
634,2,3,0,0,0,0,,2,6092647,2025-03-25 13:27:34.231
635,2,1,0,0,0,0,,22,6079834,2025-03-25 14:31:54.712
636,1,1,0,0,0,0,,22,6079834,2025-03-25 14:33:14.430
637,2,0,1,3,0,0,,22,6079834,2025-03-25 18:10:16.194
638,1,12,2,1,0,0,,2,6092647,2025-03-25 23:13:09.094
639,1,4,1,0,0,0,,2,6092647,2025-03-25 23:14:28.145
640,2,16,0,0,0,0,,2,6092647,2025-03-25 23:16:04.547
641,2,0,2,1,0,0,,2,6092647,2025-03-25 23:16:38.373
642,1,0,2,0,0,0,,2,6092647,2025-03-26 08:33:39.223
643,1,73,0,0,0,0,,2,6092647,2025-03-26 08:35:25.105
644,2,15,0,0,0,0,,2,6092647,2025-03-26 08:36:24.317
645,1,2,1,0,0,0,,7,6124202,2025-03-26 08:40:20.213
646,2,0,1,0,0,0,,7,6124202,2025-03-26 08:41:05.306
647,2,1,1,1,0,0,,22,6079834,2025-03-26 10:06:52.534
648,1,0,1,0,0,0,,22,6079834,2025-03-26 10:07:04.963
649,1,1,0,0,0,0,,22,6079834,2025-03-26 14:58:39.556
650,2,1,0,0,0,0,,22,6079834,2025-03-26 15:40:24.455
651,1,1,0,0,0,0,,22,6079834,2025-03-26 15:46:37.980
652,2,1,0,0,0,0,,7,6124202,2025-03-26 17:40:48.876
653,1,18,3,0,0,0,,2,6092647,2025-03-26 23:11:54.119
654,2,0,5,2,0,0,,2,6092647,2025-03-26 23:13:05.563
655,2,65,0,0,0,0,,2,6092647,2025-03-26 23:14:06.110
656,1,4,0,0,0,0,,2,6092647,2025-03-26 23:43:13.247
657,1,1,0,0,0,0,,22,6079834,2025-03-27 09:31:26.784
658,2,1,1,0,0,0,,22,6079834,2025-03-27 10:20:40.272
659,2,1,0,0,0,0,,22,6079834,2025-03-27 10:52:47.170
660,1,1,1,2,0,0,,22,6079834,2025-03-27 13:28:26.283
661,1,10,3,0,0,0,,2,6092647,2025-03-27 18:27:34.491
662,2,17,6,1,0,0,,2,6092647,2025-03-27 18:35:49.871
663,2,5,0,0,0,0,,2,6092647,2025-03-27 18:37:03.384
664,2,1,0,0,0,0,,7,6124202,2025-03-27 19:23:53.243
665,1,12,0,0,0,0,,2,6092647,2025-03-28 06:54:03.845
666,2,5,0,0,0,0,,2,6092647,2025-03-28 06:54:46.474
667,2,0,1,1,0,0,,22,6079834,2025-03-28 14:32:00.260
668,1,0,8,0,0,0,,2,6092647,2025-03-29 00:07:28.827
669,1,72,0,0,0,0,,2,6092647,2025-03-29 00:08:08.229
670,1,22,0,0,0,0,,2,6092647,2025-03-29 00:08:47.477
671,2,0,4,0,0,0,,2,6092647,2025-03-29 00:09:39.781
672,1,38,0,0,0,0,,2,6092647,2025-03-29 00:11:23.624
673,2,38,0,0,0,0,,2,6092647,2025-03-29 00:12:08.367
674,2,38,0,0,0,0,,2,6092647,2025-03-29 00:12:56.220
675,2,14,0,0,0,0,,2,6092647,2025-03-29 00:13:57.068
676,2,1,0,1,0,0,,22,6079834,2025-03-29 08:16:27.059
677,1,0,1,0,0,0,,2,6092647,2025-03-29 18:38:53.528
678,2,0,2,0,0,0,,2,6092647,2025-03-29 18:39:27.330
679,2,12,0,0,0,0,,2,6092647,2025-03-30 09:57:10.690
680,1,1,0,1,0,0,,2,6092647,2025-03-30 09:58:05.953
681,2,3,0,0,0,0,,2,6092647,2025-03-30 09:58:26.748
682,1,4,0,0,0,0,,22,6079834,2025-03-30 11:21:46.171
683,2,3,0,0,0,0,,22,6079834,2025-03-30 12:16:28.516
684,2,1,0,0,0,0,,22,6079834,2025-03-30 12:53:22.494
685,2,1,0,0,0,0,,7,6124202,2025-03-30 18:55:16.203
686,1,0,1,0,0,0,,22,6079834,2025-03-31 13:27:28.948
687,2,0,1,0,0,0,,22,6079834,2025-03-31 14:08:21.568
688,1,0,1,0,0,0,,22,6079834,2025-03-31 14:44:05.279
689,1,1,0,0,0,0,,22,6079834,2025-03-31 14:45:05.008
690,2,0,1,0,0,0,,22,6079834,2025-03-31 15:20:15.775
691,2,1,0,0,0,0,,22,6079834,2025-03-31 16:21:06.145
692,1,1,1,1,0,0,,7,6124202,2025-03-31 20:18:18.351
693,2,1,1,1,0,0,,7,6124202,2025-03-31 20:18:41.466
694,2,0,3,1,0,0,,2,6092647,2025-03-31 22:37:34.866
695,2,24,0,0,0,0,,2,6092647,2025-03-31 22:38:27.907
696,1,1,0,0,0,0,,22,6079834,2025-04-01 08:54:52.219
697,2,1,0,0,0,0,,22,6079834,2025-04-01 10:00:55.411
698,1,1,0,0,0,0,,22,6079834,2025-04-01 10:08:03.110
699,2,1,0,0,0,0,,22,6079834,2025-04-01 11:36:03.768
700,1,3,0,0,0,0,,22,6079834,2025-04-01 11:36:50.811
701,2,1,0,0,0,0,,22,6079834,2025-04-01 11:37:08.287
702,1,2,0,0,0,0,,22,6079834,2025-04-01 13:37:28.472
703,2,2,0,0,0,0,,22,6079834,2025-04-01 13:37:44.301
704,2,2,0,0,0,0,,22,6079834,2025-04-01 14:31:09.514
705,1,3,0,0,0,0,,2,6092647,2025-04-01 16:58:09.279
706,2,14,0,0,0,0,,2,6092647,2025-04-01 16:58:50.340
707,1,3,1,0,0,0,,22,6079834,2025-04-02 08:22:56.101
708,1,0,1,0,0,0,,22,6079834,2025-04-02 09:18:02.558
709,2,3,0,0,0,0,,22,6079834,2025-04-02 09:18:19.949
710,2,0,1,0,0,0,,22,6079834,2025-04-02 09:40:24.373
711,2,0,1,0,0,0,,22,6079834,2025-04-02 10:22:11.287
712,1,1,0,0,0,0,,22,6079834,2025-04-02 15:46:06.089
713,1,1,0,0,0,0,,22,6079834,2025-04-02 15:47:40.018
714,2,1,0,0,0,0,,22,6079834,2025-04-02 15:47:48.103
715,2,1,0,0,0,0,,22,6079834,2025-04-02 16:00:01.967
716,1,42,3,0,0,0,,2,6092647,2025-04-02 17:26:54.456
717,1,10,0,0,0,0,,2,6092647,2025-04-02 17:28:07.046
718,1,13,0,0,0,0,,2,6092647,2025-04-02 17:28:58.552
719,2,0,2,0,0,0,,2,6092647,2025-04-02 17:30:52.878
720,2,52,0,0,0,0,,2,6092647,2025-04-02 17:32:34.965
721,1,7,1,2,0,0,,7,6124202,2025-04-03 08:08:59.176
722,2,6,0,0,0,0,,7,6124202,2025-04-03 08:09:45.872
723,1,2,0,0,0,0,,22,6079834,2025-04-03 10:54:11.191
724,1,0,4,0,0,0,,2,6092647,2025-04-03 11:26:32.095
725,1,10,0,0,0,0,,2,6092647,2025-04-03 11:27:17.691
726,2,0,5,0,0,0,,2,6092647,2025-04-03 11:27:55.512
727,2,17,0,0,0,0,,2,6092647,2025-04-03 11:29:06.293
728,2,2,0,0,0,0,,22,6079834,2025-04-03 11:46:15.585
729,1,1,0,0,0,0,,22,6079834,2025-04-03 14:57:04.584
730,2,1,0,0,0,0,,22,6079834,2025-04-03 15:01:45.689
731,1,29,0,0,0,0,,2,6092647,2025-04-04 00:57:50.509
732,1,0,3,2,0,0,,2,6092647,2025-04-04 00:59:33.279
733,1,0,0,1,0,0,,2,6092647,2025-04-04 09:36:51.460
734,2,0,2,0,0,0,,2,6092647,2025-04-04 09:37:25.512
735,2,27,0,0,0,0,,2,6092647,2025-04-04 09:37:59.979
736,2,2,0,0,0,0,,2,6092647,2025-04-04 09:39:02.975
737,2,1,1,2,0,0,,7,6124202,2025-04-04 12:58:51.450
738,1,7,0,0,0,0,,7,6124202,2025-04-04 12:59:21.579
739,2,5,0,0,0,0,,7,6124202,2025-04-04 12:59:37.540
740,1,1,0,0,0,0,,22,6079834,2025-04-04 14:02:44.747
741,2,1,0,0,0,0,,22,6079834,2025-04-04 15:37:39.594
742,1,1,1,0,0,0,,7,6124202,2025-04-04 18:11:01.410
743,2,1,1,0,0,0,,7,6124202,2025-04-04 18:11:58.687
744,1,23,2,0,0,0,,2,6092647,2025-04-05 00:17:36.691
745,2,22,3,3,0,0,,2,6092647,2025-04-05 00:18:31.770
746,1,0,6,0,0,0,,2,6092647,2025-04-05 00:20:17.444
747,1,1,1,1,0,0,,22,6079834,2025-04-05 10:18:25.519
748,1,57,2,0,0,0,,2,6092647,2025-04-05 11:09:27.231
749,2,18,2,0,0,0,,2,6092647,2025-04-05 11:10:13.107
750,1,10,2,0,0,0,,2,6092647,2025-04-05 20:12:49.642
751,2,0,7,0,0,0,,2,6092647,2025-04-05 20:13:35.042
752,2,63,0,0,0,0,,2,6092647,2025-04-05 20:14:01.418
753,2,1,1,1,0,0,,22,6079834,2025-04-06 12:34:25.590
754,1,2,0,0,0,0,,22,6079834,2025-04-07 08:29:32.124
755,1,9,2,0,0,0,,22,6079834,2025-04-07 09:45:07.653
756,2,2,0,0,0,0,,22,6079834,2025-04-07 11:22:45.352
757,2,2,0,0,0,0,,22,6079834,2025-04-07 12:15:09.702
758,2,2,0,0,0,0,,7,6124202,2025-04-07 12:15:32.647
759,2,1,0,0,0,0,,22,6079834,2025-04-07 13:07:22.591
760,1,2,0,0,0,0,,22,6079834,2025-04-07 16:02:39.375
761,1,1,0,0,0,0,,22,6079834,2025-04-07 17:44:51.404
762,2,1,0,0,0,0,,22,6079834,2025-04-07 17:45:52.237
763,1,48,2,0,0,0,,2,6092647,2025-04-07 18:11:23.862
764,1,0,0,1,0,0,,2,6092647,2025-04-07 18:14:40.610
765,1,4,0,0,0,0,,2,6092647,2025-04-07 18:16:54.130
766,2,0,1,1,0,0,,2,6092647,2025-04-07 18:17:49.860
767,2,30,0,0,0,0,,2,6092647,2025-04-07 18:20:43.146
768,1,58,0,2,0,0,,2,6092647,2025-04-08 09:33:10.468
769,1,0,5,1,0,0,,2,6092647,2025-04-08 09:34:24.980
770,2,0,5,3,0,0,,2,6092647,2025-04-08 09:35:25.332
771,2,56,0,0,0,0,,2,6092647,2025-04-08 09:36:00.709
772,1,5,0,0,0,0,,22,6079834,2025-04-08 09:41:30.879
773,2,2,0,0,0,0,,22,6079834,2025-04-08 11:52:41.423
